param_129,param_59,param_111,param_28,param_316,outcome,wafer_id
-0.2365,-2.9973,231.2012,69.6889,6.4365,Pass,395
0.2365,-5.6473,231.2012,68.3,7.0767,Pass,396
-0.2365,-1.2182,231.2012,69.0111,6.9059,Pass,397
-0.2838,1.2264,231.2012,68.1889,5.0676,Pass,398
-0.2838,2.8355,231.2012,68.5556,6.2468,Pass,399
-0.0473,5.9073,231.2012,68.3333,5.2126,Pass,400
-0.2838,4.5027,231.2012,67.6778,4.6676,Pass,401
-0.0473,3.2591,231.2012,65.6889,5.0992,Pass,402
0.2365,4.1509,231.2012,67.0556,6.7113,Pass,403
-0.0473,4.4564,231.2012,67.1889,7.3424,Pass,404
-0.2838,0.4591,231.2012,67.7667,6.0629,Pass,405
-0.2838,-1.0773,231.2012,60.0667,5.0991,Pass,406
-0.0473,10.9955,231.2012,67.4889,5.4651,Fail,407
-0.2365,2.0064,231.2012,67.0889,7.6674,Pass,408
0.2365,18.4,231.2012,67.8889,5.9202,Pass,409
-0.2838,0.3036,231.2012,68.9444,7.2296,Pass,410
-0.2838,22.7636,231.2012,65.5778,6.2893,Pass,411
-0.2365,6.1527,231.2012,68.6111,5.7298,Pass,412
0.2365,20.2627,231.2012,67.3667,6.5968,Pass,413
-0.2838,-3.09,231.2012,67.2444,6.9241,Pass,414
-0.2365,1.9855,231.2012,68.3889,6.5415,Pass,415
-0.2365,8.3018,231.2012,68.1778,5.0896,Pass,416
-0.0473,2.9964,231.2012,59.4,6.3363,Pass,417
-0.2365,4.5645,231.2012,66.3,5.5445,Pass,418
-0.2365,1.14,231.2012,67.2778,5.426,Pass,419
0.7096,8.8173,231.2012,69.6222,6.1079,Pass,420
-0.2365,2.4345,231.2012,66.1667,5.6802,Pass,421
-0.0473,-28.9882,231.2012,65.3667,4.9531,Pass,422
0.7096,6.6,231.2012,68.9444,6.9622,Pass,423
0.7096,25.2736,231.2012,68.8,5.3532,Pass,424
-0.2365,-5.7182,231.2012,71.2333,4.4785,Fail,425
-0.9461,-1.4345,231.2012,70.0556,5.2483,Pass,426
-0.9461,-0.3327,231.2012,69.5889,5.5199,Pass,427
-0.9461,0.5682,231.2012,67.8222,5.931,Pass,428
-0.9461,2.9518,231.2012,65.7111,6.778,Pass,429
-0.8042,7.7727,231.2012,68.7667,5.0532,Pass,430
-0.9461,2.75,231.2012,66.5333,6.0275,Pass,431
-0.9461,15.81,231.2012,67.9556,5.2089,Pass,432
-0.8042,3.4882,231.2012,70.9556,6.9314,Pass,433
-0.8042,1.2673,231.2012,68.6556,4.8083,Pass,434
-0.8042,4.7864,231.2012,66.7,5.2236,Pass,435
-0.8042,14.7345,231.2012,69.6556,6.2457,Pass,436
-0.8042,-8.3955,231.2012,59.9778,7.7567,Pass,437
1.088,1.2209,231.2012,68.7111,4.7162,Pass,438
1.088,1.0345,231.2012,67.5111,6.0188,Pass,439
1.088,1.0636,231.2012,69.8222,6.1948,Pass,440
1.088,1.6173,231.2012,70.0444,6.7145,Pass,441
1.088,2.4173,231.2012,70.3889,4.6886,Fail,442
0.0,-7.1564,231.2012,69.2444,4.9289,Pass,443
0.0,0.6991,231.2012,66.4,6.9408,Pass,444
0.0,2.5964,231.2012,68.9333,4.6901,Pass,445
0.0,-0.4091,231.2012,68.2333,5.9835,Pass,446
1.088,-5.0245,231.2012,62.9778,6.2162,Pass,447
0.0,-0.7236,231.2012,69.9111,5.376,Pass,448
0.0,1.9482,231.2012,69.0111,5.8213,Fail,449
0.0,1.3255,231.2012,66.8222,6.0309,Pass,450
-0.9461,-6.8627,231.2012,68.3111,6.3875,Pass,451
-0.5204,7.0591,231.2012,68.2222,5.0673,Pass,452
-0.5204,2.2118,231.2012,70.4667,6.0691,Pass,453
-0.5204,7.9373,231.2012,70.5444,5.3721,Pass,454
-0.5204,0.8745,231.2012,70.1667,5.0138,Pass,455
0.8042,3.99,231.2012,70.1556,4.5588,Pass,456
-0.6623,4.4455,231.2012,67.0556,5.2038,Pass,457
-0.6623,168.1455,231.2012,68.0889,5.1021,Pass,458
-0.1419,-0.2845,231.2012,67.0444,7.4994,Pass,459
-0.1419,2.0609,231.2012,67.7889,6.1941,Pass,460
-0.1419,1.7373,231.2012,67.4444,4.9065,Pass,461
-0.1419,3.1191,231.2012,67.3556,4.7844,Pass,462
-0.1419,0.2818,231.2012,65.1333,6.0098,Pass,463
-0.0473,4.06,231.2012,68.6556,5.0865,Pass,464
-0.6623,-0.3182,231.2012,69.1889,4.9744,Pass,465
-0.0473,-0.0636,231.2012,66.9333,5.5842,Pass,466
-0.6623,36.3682,231.2012,69.8,5.073,Pass,467
-0.0473,1.0291,231.2012,67.2667,5.0376,Pass,468
0.7569,1.9591,231.2012,70.7778,6.7197,Pass,469
-0.0473,1.6373,231.2012,67.4889,5.5742,Pass,470
-0.0473,-1.2209,231.2012,70.5111,4.866,Pass,471
-0.1419,8.8445,231.2012,68.7889,5.7787,Pass,472
-0.2838,-1.1255,231.2012,70.7667,4.3122,Pass,473
-0.1419,2.9409,231.2012,68.2889,7.1505,Pass,474
-0.4731,-4.4845,231.2012,66.1556,5.3967,Pass,475
-0.0473,8.1418,231.2012,70.6111,6.712,Pass,476
-0.1419,9.4864,231.2012,70.0,6.0009,Pass,477
-0.1419,-7.5073,231.2012,68.2111,7.3872,Pass,478
-0.4731,3.8264,231.2012,69.5444,6.2339,Pass,479
-0.2838,10.2355,231.2012,71.3111,5.0133,Pass,480
-0.7096,1.0218,231.2012,71.4222,5.8286,Pass,481
0.7569,3.8664,231.2012,73.0222,5.0435,Pass,482
-0.2838,-6.0545,231.2012,69.9667,5.0295,Pass,483
0.7569,2.8745,231.2012,67.9333,5.1169,Pass,484
-0.6623,-0.81,231.2012,69.4222,6.3528,Pass,485
-0.4731,8.1445,231.2012,69.3111,5.2941,Pass,486
-0.7096,11.4855,231.2012,67.2667,5.9031,Pass,487
0.7569,1.4745,231.2012,68.2,5.7336,Pass,488
-0.1419,2.0127,231.2012,66.4556,5.9644,Pass,489
-0.7096,0.91,231.2012,68.7667,6.9024,Pass,490
-0.7096,-1.5118,231.2012,68.9778,5.7194,Pass,491
-0.2838,0.9091,231.2012,69.0222,6.3665,Pass,492
-0.9461,0.6191,231.2012,68.1222,6.4131,Pass,493
-0.7096,3.3655,231.2012,68.4667,6.0366,Pass,494
-0.7096,-2.63,231.2012,70.4444,5.9073,Pass,495
0.7569,1.0045,231.2012,69.7111,6.8,Fail,496
-0.7096,1.1527,231.2012,66.6333,5.441,Pass,497
-0.0473,0.2055,231.2012,69.2222,6.8171,Pass,498
0.7569,-3.8982,231.2012,65.1,5.5693,Pass,499
-0.6623,3.2764,231.2012,67.1,4.866,Pass,500
-0.6623,-4.0373,231.2012,63.6889,7.0294,Pass,501
-0.4731,0.1618,231.2012,65.8222,5.4007,Pass,502
-0.6623,-3.9436,231.2012,69.9889,5.5417,Pass,503
-0.5677,-1.2518,231.2012,69.8444,6.2167,Pass,504
-0.6623,1.3664,231.2012,65.9556,5.8843,Pass,505
0.7569,5.65,231.2012,68.1333,5.8068,Pass,506
-0.6623,7.8264,231.2012,69.2,4.9158,Pass,507
-0.6623,-1.1927,231.2012,68.9222,5.9157,Pass,508
-0.5677,5.4991,231.2012,67.5,6.5321,Fail,509
-0.5677,-0.0309,231.2012,68.5,6.0001,Pass,510
-0.0473,0.5091,231.2012,67.6111,4.3721,Pass,511
-0.1419,0.94725,231.2012,69.1,5.8315,Pass,512
-0.6623,0.94725,231.2012,71.3333,5.8591,Pass,513
-0.1419,0.5755,231.2012,68.2222,6.1628,Pass,514
-0.5677,0.2573,231.2012,67.2889,5.7795,Pass,515
-0.5677,9.2827,231.2012,65.5778,6.2345,Pass,516
0.0,-1.0482,231.2012,68.3889,5.9818,Pass,517
-0.1419,5.6309,231.2012,69.3889,5.2759,Pass,518
-0.5677,13.3709,231.2012,68.9111,5.5776,Fail,519
0.0,5.1736,231.2012,67.9222,5.8216,Pass,520
0.0,4.8373,231.2012,67.7778,5.3511,Pass,521
-0.5677,6.3691,231.2012,71.4444,5.5444,Pass,522
-0.6623,0.2818,231.2012,70.7778,6.0756,Pass,523
0.0,-0.8964,231.2012,70.1889,5.9494,Pass,524
-0.1419,-0.1745,231.2012,66.4111,4.6227,Pass,525
-0.5677,7.0709,231.2012,70.6444,5.4252,Pass,526
0.0,0.4545,231.2012,66.0444,5.5892,Pass,527
-0.1419,2.2518,231.2012,68.7,5.9603,Pass,528
0.0,0.9991,231.2012,65.6444,5.5943,Pass,529
-0.1419,2.3691,231.2012,69.0667,5.1818,Pass,530
-0.6623,3.43,231.2012,69.6111,5.0292,Pass,531
-0.1419,2.3755,231.2012,68.1111,5.0931,Pass,532
-0.1419,1.1682,231.2012,68.6,5.443,Pass,533
-0.5204,0.1691,231.2012,68.1778,5.1317,Pass,534
0.0,2.6491,231.2012,69.2111,4.8905,Pass,535
-0.5204,3.1382,231.2012,68.5889,4.1069,Pass,536
-0.6623,4.4364,231.2012,68.2778,6.2098,Pass,537
-0.5204,2.1045,231.2012,69.1667,7.4426,Pass,538
0.0473,3.9818,231.2012,66.8111,5.7653,Pass,539
0.0,2.8182,231.2012,69.9333,6.7766,Pass,540
-0.1419,-0.1209,231.2012,67.9667,6.3084,Pass,541
-0.1419,1.1782,231.2012,68.2222,7.2599,Pass,542
-0.5204,0.1664,231.2012,67.1222,6.833,Pass,543
0.0,4.92,231.2012,67.1778,5.4468,Pass,544
-1.655,-1.3227,231.2012,67.7444,5.7706,Pass,545
-0.0946,-0.7845,231.2012,70.1,4.7145,Pass,546
-1.655,0.2655,231.2012,68.0889,4.698,Pass,547
-0.0946,-3.6855,231.2012,69.7889,5.5498,Pass,548
-0.0946,-1.7609,231.2012,69.0444,5.1793,Pass,549
-0.0946,2.9691,231.2012,65.6556,5.5332,Pass,550
0.0,-1.7982,231.2012,67.6111,4.7883,Pass,551
-1.655,-0.3736,231.2012,68.7667,5.2192,Pass,552
-0.0946,4.9073,231.2012,66.1444,5.9707,Pass,553
-0.0946,1.49,231.2012,69.0889,5.3185,Pass,554
-1.655,3.2491,231.2012,66.5222,6.8121,Pass,555
0.2365,-1.0927,231.2012,67.3,5.8811,Pass,556
-0.0946,0.2536,231.2012,65.2,5.0449,Pass,557
0.2365,-0.7036,231.2012,68.6,5.5866,Pass,558
-0.5204,3.73,231.2012,66.0,6.7593,Pass,559
-0.0946,-0.4173,231.2012,68.8,7.353,Pass,560
-0.5204,1.4464,231.2012,68.6333,6.554,Pass,561
0.3311,4.8364,231.2012,70.9,6.8081,Pass,562
0.3311,-2.6655,231.2012,70.2222,6.3086,Pass,563
0.2365,-0.3455,231.2012,68.0,5.6345,Pass,564
-1.655,-6.6055,231.2012,68.5778,6.7536,Pass,565
-0.0946,-0.0191,231.2012,65.9111,5.5926,Pass,566
0.7569,1.4845,231.2012,69.0667,5.5519,Pass,567
-0.5204,8.9864,231.2012,63.8444,5.9035,Pass,568
-0.5204,-0.95,231.2012,72.3111,6.405,Pass,569
0.3311,2.8618,231.2012,66.7333,5.9291,Pass,570
-1.655,-2.0764,231.2012,67.4111,6.314,Pass,571
0.7569,3.36,231.2012,67.3667,5.318,Pass,572
-0.0946,4.0427,231.2012,66.9333,5.6554,Pass,573
-0.5204,2.8618,231.2012,68.8556,7.1774,Pass,574
0.3311,-1.9909,231.2012,71.5444,6.0443,Pass,575
-0.5204,0.7655,231.2012,69.7556,7.1479,Pass,576
0.2365,1.9245,231.2012,65.3778,6.8691,Fail,577
0.7569,-0.1973,231.2012,66.9444,5.9963,Pass,578
0.7569,-1.9855,231.2012,68.1889,6.085,Pass,579
-0.5204,2.4718,231.2012,69.4222,4.6869,Pass,580
-1.655,3.7127,231.2012,69.9111,4.4837,Pass,581
0.7569,-0.66,231.2012,66.5,7.2623,Pass,582
-0.5204,-1.0573,231.2012,68.9,5.9499,Pass,583
-0.7096,11.2909,231.2012,67.4222,5.594,Fail,584
-0.1419,-1.9573,231.2012,70.8111,6.2807,Pass,585
-0.1419,-0.4482,231.2012,71.4111,6.275,Pass,586
0.7569,-3.9318,231.2012,67.3778,6.7701,Pass,587
0.7569,-2.3355,231.2012,68.9556,5.5167,Pass,588
-1.655,-0.2173,231.2012,68.7444,5.6106,Pass,589
0.7569,-0.6464,231.2012,66.2556,5.9938,Pass,590
-0.1419,7.24,231.2012,68.4667,6.0587,Pass,591
-0.5204,-2.8818,231.2012,68.1667,6.6169,Pass,592
0.7569,-0.9409,231.2012,68.0,6.2044,Pass,593
1.04,2.2855,231.2012,70.2667,6.678,Pass,594
-0.5204,0.7227,231.2012,67.4778,5.8915,Pass,595
-0.5204,4.9073,231.2012,66.5778,4.8511,Pass,596
-0.5204,2.28,231.2012,67.5778,7.8586,Pass,597
-0.1419,0.9518,231.2012,67.9444,6.1273,Pass,598
-0.5204,1.2836,231.2012,70.6889,7.2355,Pass,599
-0.5204,0.7064,231.2012,70.7111,7.5293,Pass,600
0.7569,2.6873,231.2012,68.5556,5.2869,Pass,601
-0.5204,15.3073,231.2012,69.5889,6.1786,Fail,602
0.2365,7.9755,231.2012,68.2667,6.0237,Pass,603
-0.1419,-0.6591,231.2012,71.9556,6.3488,Pass,604
-0.1419,-2.4609,231.2012,71.6667,5.8028,Pass,605
0.2365,1.8173,231.2012,67.9889,6.0042,Fail,606
-0.1419,-1.1391,231.2012,69.9111,5.7855,Pass,607
-0.1419,-4.1518,231.2012,67.8444,5.6536,Pass,608
-0.1419,-0.6936,231.2012,67.0,5.9975,Pass,609
-0.5677,0.1891,231.2012,69.3111,4.3233,Pass,610
-0.1419,2.39,231.2012,68.6444,6.3404,Pass,611
-0.1419,-0.9127,231.2012,68.6556,5.9491,Pass,612
-0.0946,0.9409,231.2012,65.6889,5.7667,Pass,613
-0.0946,-2.0555,231.2012,66.1889,6.8415,Pass,614
-0.0946,-3.1455,231.2012,67.5667,6.7714,Pass,615
-0.2365,1.5445,231.2012,70.2778,6.3195,Pass,616
-0.0946,1.4373,231.2012,67.5333,5.7578,Pass,617
-0.0946,-6.0445,231.2012,63.1889,5.4591,Pass,618
-0.0946,1.3791,231.2012,69.7667,5.5712,Pass,619
-0.0946,-0.9618,231.2012,68.0556,6.1471,Pass,620
-0.0946,1.6073,231.2012,69.1333,6.1799,Pass,621
-0.0946,-2.5727,231.2012,67.2556,5.8506,Pass,622
0.615,3.3918,231.2012,67.3778,5.1635,Pass,623
-0.2365,-1.3773,231.2012,67.2667,5.8336,Pass,624
0.615,2.0336,231.2012,69.8889,5.78,Pass,625
-0.4258,1.5755,231.2012,66.6778,5.8708,Pass,626
0.615,2.5336,231.2012,67.8111,5.6773,Pass,627
0.0,-1.7327,231.2012,66.4444,5.9265,Pass,628
0.0,-5.1655,231.2012,69.4778,5.957,Pass,629
0.615,-5.0027,231.2012,67.6444,6.2772,Pass,630
0.0,-1.0082,231.2012,68.8778,6.0708,Pass,631
0.1892,2.0591,231.2012,69.2222,5.6631,Pass,632
0.0,-0.17,231.2012,69.1222,5.723,Pass,633
0.0,-1.8791,231.2012,69.8,5.6399,Pass,634
0.0473,53.6818,231.2012,68.6778,6.09,Fail,635
0.0,2.1145,231.2012,67.4778,6.1786,Pass,636
0.0,-0.9918,231.2012,69.4111,5.7143,Pass,637
0.0473,-0.8045,231.2012,67.9111,6.1287,Pass,638
0.0,0.5791,231.2012,68.1889,5.8077,Pass,639
0.0473,-4.8145,231.2012,69.0222,5.4046,Pass,640
0.0473,-0.0964,231.2012,68.3333,6.354,Pass,641
-0.9461,0.34,231.2012,68.7333,5.2238,Pass,642
0.0473,1.5127,231.2012,66.2778,6.4961,Pass,643
0.0,-19.9927,231.2012,66.7556,5.4082,Pass,644
-0.9461,0.0855,231.2012,64.1,6.0653,Pass,645
0.0,3.65,231.2012,68.4111,5.7741,Pass,646
0.0473,5.1,231.2012,68.5444,6.7454,Pass,647
1.939,2.4673,231.2012,69.5222,5.4168,Pass,648
0.2365,-2.6673,231.2012,66.9,5.6513,Pass,649
-0.9461,3.8,231.2012,69.2667,5.8848,Pass,650
0.0473,0.3418,231.2012,67.2111,5.6284,Pass,651
0.0473,0.23,231.2012,66.3889,5.9714,Pass,652
0.2365,-0.7482,231.2012,69.1,6.1884,Pass,653
0.2365,2.74,231.2012,68.7,6.232,Pass,654
0.0473,0.1491,231.2012,69.2444,5.6739,Pass,655
-0.8042,1.4982,231.2012,66.3111,6.8363,Pass,656
0.0473,-0.3518,231.2012,68.0333,6.4137,Pass,657
0.4258,1.7991,231.2012,68.1333,5.6688,Pass,658
1.939,-1.71,231.2012,71.3556,5.7864,Pass,659
0.0473,2.1918,231.2012,69.8222,5.4827,Pass,660
1.939,-0.2282,231.2012,68.9778,5.3561,Pass,661
1.939,-2.7427,231.2012,67.9556,6.2209,Pass,662
0.4258,1.0336,231.2012,67.0222,6.5621,Pass,663
0.0473,-1.2336,231.2012,69.5444,5.6324,Pass,664
-0.615,3.9309,231.2012,70.6222,6.3707,Pass,665
1.939,3.1845,231.2012,69.1444,7.1628,Pass,666
-0.8042,3.5264,231.2012,67.9333,4.6328,Pass,667
1.939,0.8764,231.2012,69.3333,6.5683,Pass,668
0.4258,-1.9682,231.2012,66.9889,7.4635,Pass,669
-0.9461,3.2964,231.2012,66.6,5.7283,Pass,670
0.2365,4.3818,231.2012,69.1111,5.4181,Pass,671
-0.1419,0.5082,231.2012,69.9,6.2989,Pass,672
0.0473,0.4373,231.2012,66.7,6.4175,Pass,673
-0.615,-0.6609,231.2012,68.1111,6.5332,Pass,674
0.2365,2.5055,231.2012,74.6667,7.2215,Pass,675
-0.615,0.4027,231.2012,68.3333,5.0057,Pass,676
1.939,-1.2973,231.2012,67.7556,4.4843,Pass,677
0.0473,4.4827,231.2012,69.4778,5.4552,Pass,678
0.4258,0.3036,231.2012,69.6333,6.3964,Pass,679
-0.615,2.5718,231.2012,67.2778,6.57,Pass,680
-0.615,-0.0555,231.2012,70.0556,6.2269,Pass,681
-0.615,-0.4455,231.2012,67.7444,5.3724,Pass,682
-0.615,-1.1582,231.2012,70.0222,5.6406,Pass,683
-0.615,-0.4073,231.2012,70.1,5.8332,Pass,684
-0.1419,0.1155,231.2012,69.4222,7.5303,Pass,685
-0.615,-8.64,231.2012,68.7333,5.2204,Pass,686
0.4258,3.19,231.2012,69.4,6.2613,Pass,687
0.4258,-2.0836,231.2012,67.9778,5.9629,Pass,688
-0.615,-1.1527,231.2012,69.5889,5.2162,Pass,689
0.0473,2.99,231.2012,65.9111,5.0532,Pass,690
0.4258,1.5582,231.2012,69.8444,5.9053,Pass,691
0.0473,-0.5464,231.2012,68.1667,6.4715,Pass,692
-0.4731,2.8618,231.2012,69.8,6.549,Pass,693
0.0473,-4.4482,231.2012,66.6778,6.724,Pass,694
1.939,2.43,231.2012,68.9444,6.1488,Pass,695
-0.4731,1.17,231.2012,66.1778,6.3433,Pass,696
0.2365,-1.93,231.2012,70.4111,5.5841,Pass,697
0.0473,2.6373,231.2012,68.7222,5.2818,Pass,698
0.2365,3.4827,231.2012,67.6111,6.1437,Pass,699
-0.4731,2.0173,231.2012,68.2556,4.6202,Pass,700
0.7569,1.5527,231.2012,59.9667,4.6827,Pass,701
-0.4731,-8.6982,231.2012,72.2667,4.7052,Pass,702
-0.4731,-2.3391,231.2012,69.2,6.1435,Pass,703
0.7569,4.1782,231.2012,70.3,6.7404,Pass,704
-0.4731,4.1455,231.2012,67.7556,6.5758,Pass,705
0.7569,4.0555,231.2012,69.2667,5.5267,Pass,706
0.2365,1.54,231.2012,68.7,6.5531,Pass,707
0.0473,2.8627,231.2012,68.3222,5.045,Pass,708
1.939,1.7755,231.2012,65.8556,6.7019,Pass,709
0.7569,16.6491,231.2012,67.5,5.2334,Fail,710
-0.4731,1.9255,231.2012,67.3889,5.4746,Pass,711
-0.5204,-1.3727,231.2012,69.7778,5.802,Pass,712
0.7569,2.6218,231.2012,68.7667,6.9764,Pass,713
-0.1892,-0.7782,231.2012,67.8556,5.1135,Pass,714
0.0473,-0.3918,231.2012,68.3778,5.6784,Pass,715
0.0473,-0.9691,231.2012,74.1333,5.5702,Pass,716
0.4258,5.0955,231.2012,69.1444,5.2581,Pass,717
0.0473,-1.1173,231.2012,69.6111,5.9137,Pass,718
0.0473,3.3364,231.2012,72.9,5.9788,Pass,719
0.4258,0.9827,231.2012,70.6,7.4488,Pass,720
-0.5204,-0.6727,231.2012,74.5222,5.988,Pass,721
0.0946,-0.7891,231.2012,74.2222,5.1461,Pass,722
0.0473,1.7618,231.2012,74.1333,5.9455,Pass,723
0.0946,2.4582,231.2012,73.9778,6.1671,Pass,724
0.0946,2.9373,231.2012,66.7333,6.3738,Pass,725
0.0946,1.9491,231.2012,67.2444,6.8891,Pass,726
1.04,-1.4191,231.2012,66.0889,6.6799,Pass,727
0.0946,0.2527,231.2012,68.7,4.8681,Pass,728
0.0946,1.5927,231.2012,68.4778,6.0304,Pass,729
0.0946,1.1845,231.2012,66.1444,5.1183,Pass,730
0.0946,-1.5764,231.2012,71.5778,5.9451,Pass,731
0.0,-0.2718,231.2012,68.5444,5.6306,Pass,732
0.0,-2.0291,231.2012,74.1778,6.7291,Pass,733
0.0,3.5355,231.2012,66.2889,5.57,Pass,734
0.0,0.8236,231.2012,74.5444,5.5964,Pass,735
0.6623,-2.5836,231.2012,68.1,5.7088,Pass,736
0.0,3.4491,231.2012,74.3333,5.4266,Pass,737
0.0,1.0518,231.2012,74.2333,5.1335,Pass,738
0.0,3.4391,231.2012,74.2778,5.4492,Pass,739
0.2838,-1.89,231.2012,71.4,5.8554,Pass,740
0.0473,1.1627,231.2012,74.4444,5.1306,Pass,741
0.0473,-0.3236,231.2012,68.9556,6.6782,Pass,742
0.0473,2.1645,231.2012,74.9111,6.0185,Pass,743
0.2838,-1.9891,231.2012,71.6889,6.0701,Pass,744
0.0473,-0.2482,231.2012,71.1333,5.9776,Pass,745
0.0473,-1.6436,231.2012,73.7,5.4022,Pass,746
0.0473,5.1773,231.2012,73.3,5.8757,Pass,747
0.2838,5.8045,231.2012,66.8222,6.0902,Pass,748
0.2838,-2.3691,231.2012,66.6889,5.4572,Pass,749
0.0473,5.9491,231.2012,74.6111,5.643,Pass,750
0.1419,5.4964,231.2012,75.9111,4.642,Pass,751
0.1419,4.1464,231.2012,74.9667,5.0675,Pass,752
0.1419,3.8164,231.2012,69.1556,5.5321,Pass,753
0.1419,2.7582,231.2012,66.4,6.3173,Pass,754
0.1419,-3.0355,231.2012,66.0556,5.1808,Pass,755
0.1419,-1.0991,231.2012,68.0556,5.4346,Pass,756
0.2838,-0.9045,231.2012,69.3667,5.4403,Pass,757
0.2838,0.0282,231.2012,73.3778,6.7423,Pass,758
0.1419,-2.1173,231.2012,68.1444,5.8922,Pass,759
0.2838,-3.1518,231.2012,66.3778,8.4508,Pass,760
0.2838,-1.4173,231.2012,75.8111,5.4323,Pass,761
0.2838,0.8536,231.2012,65.9444,5.6452,Pass,762
0.2838,-0.1391,231.2012,73.3556,5.3831,Pass,763
0.2838,-1.9982,231.2012,76.8556,5.2257,Pass,764
0.2838,0.5564,231.2012,76.4222,4.2563,Pass,765
0.1419,-0.2418,231.2012,71.2889,8.1605,Pass,766
0.0,-1.7136,231.2012,73.3333,5.5502,Pass,767
0.0,-1.3073,231.2012,71.4444,6.2418,Pass,768
0.2838,0.8827,231.2012,74.2889,5.4597,Pass,769
0.2838,3.2655,231.2012,67.4778,6.0589,Pass,770
0.2838,1.0673,231.2012,72.3778,5.4158,Pass,771
0.1419,-0.1773,231.2012,73.1222,5.6363,Pass,772
0.0473,3.0791,231.2012,75.0,5.8868,Pass,773
0.0473,3.6664,230.7648,75.2222,5.2999,Pass,774
0.0473,4.0555,231.2012,71.6333,5.7105,Pass,775
-0.3784,-3.2082,231.2012,74.3,5.1408,Pass,776
0.0473,-2.1182,231.2012,72.7556,5.119,Pass,777
0.0473,0.4855,231.2012,75.0,4.8482,Pass,778
0.0473,0.3391,231.2012,72.6778,5.4988,Pass,779
-0.3784,1.4345,231.2012,72.7444,6.1477,Pass,780
0.0,1.8164,231.2012,75.2444,5.7979,Pass,781
-0.3784,0.56,231.0005,72.6222,5.029,Pass,782
0.0473,-1.1427,231.2012,76.3556,5.472,Pass,783
-0.3784,5.4718,230.8342,75.2667,5.5698,Pass,784
-0.3784,-4.6736,231.2012,72.0778,5.6868,Pass,785
0.0473,1.2691,231.2012,72.3,5.5802,Pass,786
0.0,1.6309,231.2012,73.6889,5.5936,Pass,787
0.0,3.1382,231.2012,67.5333,5.7609,Pass,788
